Data type	Check status	Checked by	Year	Sampling platform (code)	Visit event identifier	Expedition identifier	Station name	Reported station name	ID Location	ID Monitoring station	Project	Orderer	Sampling date	Sampling time (start)	Sampling date (end)	Sampling time (end)	Shark sample id	Sample latitude (DM)	Sample longitude (DM)	Sample latitude (DD)	Sample longitude (DD)	Positioning system (code)	Station water depth	Wind direction (code)	Wind speed (m/s)	Air temperature (C)	Wet-bulb temperature (C)	Air pressure (hpa)	Weather observations (code)	Cloud (code)	Wave observation (code)	Ice (code)	Secchi depth (m)	Q-flag Secchi depth	Additional Sampling	Sampling event comment	Sampling depth (m)	Pressure CTD (dbar)	Q-flag Pressure CTD	Temperature bottle (C)	Q-flag Temperature bottle	Temperature CTD (C)	Q-flag Temperature CTD	Salinity bottle (o/oo psu)	Q-flag Salinity bottle	Salinity CTD (o/oo psu)	Q-flag Salinity CTD	Conductivity_25 bottle (mS/m)	Q-flag Conductivity_25 bottle	Conductivity CTD (mS/m)	Q-flag Conductivity CTD	Dissolved oxygen O2 bottle (ml/l)	Q-flag Dissolved oxygen O2 bottle	Dissolved oxygen O2 CTD (ml/l)	Q-flag Dissolved oxygen CTD	Hydrogen sulphide H2S (umol/l)	Q-flag Hydrogen sulphide H2S	pH	Q-flag pH	pH Laboratory	Q-flag pH Laboratory	Temperature pH Laboratory (C)	Q-flag Temperature pH Laboratory	Alkalinity (mmol/kg)	Q-flag Alkalinity	Alkalinity_2 (mmol/l)	Q-flag Alkalinity_2	Phosphate PO4-P (umol/l)	Q-flag Phosphate PO4-P	Total phosphorus Tot-P (umol/l)	Q-flag Total phosphorus Tot-P	Nitrite NO2-N (umol/l)	Q-flag Nitrite NO2-N	Nitrate NO3-N (umol/l)	Q-flag Nitrate NO3-N	Nitrite+Nitrate NO2+NO3-N (umol/l)	Q-flag Nitrite+Nitrate NO2+NO3-N	Ammonium NH4-N (umol/l)	Q-flag Ammonium NH4-N	Total Nitrogen Tot-N (umol/l)	Q-flag Total Nitrogen Tot-N	Silicate SiO3-Si (umol/l)	QFLAG Silicate SiO3-Si	Humus (ug/l)	Q-flag Humus	Chlorophyll-a bottle (ug/l)	Q-flag Chlorophyll-a bottle	Dissolved organic carbon DOC (umol/l)	Q-flag Dissolved organic carbon DOC	Particulate organic carbon POC (umol/l)	Q-flag Particulate organic carbon POC	Total organic carbon TOC (mg/l)	Q-flag Total organic carbon TOC	Particulate organic nitrogen PON (umol/l)	Q-flag Particulate organic nitrogen PON	Current direction (deca degrees)	Q-flag Current direction	Current velocity (cm/s)	Q-flag Current velocity	Lignin (mg/l)	Q-flag Lignin	Yellow substance (1/l)	Q-flag Yellow substance	Aluminium (ug/l)	Q-flag Aluminium	Urea (umol/l)	Q-flag Urea	Coloured dissolved organic matter CDOM (1/m)	Q-flag Coloured dissolved organic matter CDOM	Sample comment	Water category	Water district	Sea area name	Sea area code	Water type area	Sea basin	HELCOM/OSPAR area	Economic zone	County	Municipality	Station ID (VISS)	Reporting institute	Data holding centre	Internet access	Data set name	File name
Physical and Chemical	Klar	Leverantör och Datavärd	2017	34AR	0002	1	BY15 GOTLANDSDJ	BY15 GOTLANDSDJ	00135404	00263730	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2017-01-09	14:50			SHARK-HYD+2017+34AR+0002+100+100	57 18.73	20 04.57	57.31217	20.07617		239	22	9	2.4		1017	2	8	4	0					100					6.45				11.70						1.62		1.4				7.29		7.079		25.3		1.816						2.65		0.04		7.31		7.35		0.20	<	22.2				8.1																											Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_SMHI	SHARK_PhysicalChemical_2017_BAS_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	34AR	0002	1	BY15 GOTLANDSDJ	BY15 GOTLANDSDJ	00135404	00263730	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2017-01-09	14:50			SHARK-HYD+2017+34AR+0002+125+125	57 18.73	20 04.57	57.31217	20.07617		239	22	9	2.4		1017	2	8	4	0					125			6.69		6.70				12.41						1.30		1.3				7.28		7.070		25.1		1.844				2.20		2.60		0.15		6.87		7.02		0.20	<	20.8		41.1		7.6																											Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_SMHI	SHARK_PhysicalChemical_2017_BAS_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	34AR	0002	1	BY15 GOTLANDSDJ	BY15 GOTLANDSDJ	00135404	00263730	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2017-01-09	14:50			SHARK-HYD+2017+34AR+0002+150+150	57 18.73	20 04.57	57.31217	20.07617		239	22	9	2.4		1017	2	8	4	0					150					6.82				12.87						0.81		0.7				7.25		7.045		25.2		1.850				2.32		2.66		0.04		7.80		7.84		0.20	<	20.9		44.7		7.6																											Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_SMHI	SHARK_PhysicalChemical_2017_BAS_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	34AR	0002	1	BY15 GOTLANDSDJ	BY15 GOTLANDSDJ	00135404	00263730	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2017-01-09	14:50			SHARK-HYD+2017+34AR+0002+175+175	57 18.73	20 04.57	57.31217	20.07617		239	22	9	2.4		1017	2	8	4	0					175			6.88		6.90				13.05						0.50		0.4		4	<	7.23		7.020		25.4		1.853				2.51		2.93		0.04		8.02		8.06		0.20	<	22.6		47.6		8.2																											Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_SMHI	SHARK_PhysicalChemical_2017_BAS_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	34AR	0002	1	BY15 GOTLANDSDJ	BY15 GOTLANDSDJ	00135404	00263730	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2017-01-09	14:50			SHARK-HYD+2017+34AR+0002+200+200	57 18.73	20 04.57	57.31217	20.07617		239	22	9	2.4		1017	2	8	4	0					200					7.03				13.28						0.23		0.1		4	<	7.22		7.014		25.4		1.872				2.89		3.28		0.03		7.02		7.05		0.20	<	21.5		50.6		8.5																											Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_SMHI	SHARK_PhysicalChemical_2017_BAS_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	34AR	0002	1	BY15 GOTLANDSDJ	BY15 GOTLANDSDJ	00135404	00263730	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2017-01-09	14:50			SHARK-HYD+2017+34AR+0002+225+225	57 18.73	20 04.57	57.31217	20.07617		239	22	9	2.4		1017	2	8	4	0					225			7.15		7.16				13.46								0.1		4	<	7.38		7.170		25.4		1.968				3.80		4.41			B	0.10	<	0.10	<	3.69		20.5		55.9		8.9																											Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_SMHI	SHARK_PhysicalChemical_2017_BAS_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	34AR	0002	1	BY15 GOTLANDSDJ	BY15 GOTLANDSDJ	00135404	00263730	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2017-01-09	14:50			SHARK-HYD+2017+34AR+0002+235+235	57 18.73	20 04.57	57.31217	20.07617		239	22	9	2.4		1017	2	8	4	0					235					7.20				13.51								0.1		9		7.44		7.238		25.3		1.999				4.72		5.28			B	0.10	<	0.10	<	6.27		24.1		58.4		9.1																											Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_SMHI	SHARK_PhysicalChemical_2017_BAS_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	34AR	0003	1	BY15 GOTLANDSDJ	BY15 EXTRA DJUPSERIE	00135404	00263730	NAT Nationell miljöövervakning extra provtagning, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2017-01-09	16:20			SHARK-HYD+2017+34AR+0003+205+205	57 18.73	20 04.57	57.31218	20.07617		240	25	9.7	2.2		1017	9	9	9	9					205					7.04				13.30						0.25		0.1		4	<											2.88		3.35		0.04		6.50		6.54		0.20	<	20.5		50.7																													Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_EXT_SMHI	SHARK_PhysicalChemical_2017_EXT_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	34AR	0003	1	BY15 GOTLANDSDJ	BY15 EXTRA DJUPSERIE	00135404	00263730	NAT Nationell miljöövervakning extra provtagning, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2017-01-09	16:20			SHARK-HYD+2017+34AR+0003+210+210	57 18.73	20 04.57	57.31218	20.07617		240	25	9.7	2.2		1017	9	9	9	9					210					7.06				13.32						0.32		0.1		4	<											3.07		3.52		0.06		3.79		3.85		0.20	<	19.1		52.0																													Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_EXT_SMHI	SHARK_PhysicalChemical_2017_EXT_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	34AR	0003	1	BY15 GOTLANDSDJ	BY15 EXTRA DJUPSERIE	00135404	00263730	NAT Nationell miljöövervakning extra provtagning, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2017-01-09	16:20			SHARK-HYD+2017+34AR+0003+215+215	57 18.73	20 04.57	57.31218	20.07617		240	25	9.7	2.2		1017	9	9	9	9					215					7.09				13.37						0.15		0.1		4	<											3.09		3.59		0.08		2.23		2.31		0.20	<	17.9		52.6																													Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_EXT_SMHI	SHARK_PhysicalChemical_2017_EXT_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	34AR	0003	1	BY15 GOTLANDSDJ	BY15 EXTRA DJUPSERIE	00135404	00263730	NAT Nationell miljöövervakning extra provtagning, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2017-01-09	16:20			SHARK-HYD+2017+34AR+0003+220+220	57 18.73	20 04.57	57.31218	20.07617		240	25	9.7	2.2		1017	9	9	9	9					220					7.11				13.40						0.29		0.1		4	<											3.18		3.64		0.13		0.42		0.55		0.20	<	16.8		53.5																													Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_EXT_SMHI	SHARK_PhysicalChemical_2017_EXT_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2018	34AR	0153	7	BY15 GOTLANDSDJ	BY15 GOTLANDSDJ	00135404	00263730	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2018-12-05	15:30			SHARK-HYD+2018+34AR+0153+0+0	57 18.73	20 04.57	57.31215	20.07622		237	30	15	4.2		1016	1	3	5	0				STRONG WINDS, NO ZOOPLANKTON	0			6.24		6.24				7.22						7.90		7.9				8.00		7.784		24.8		1.699				0.45		0.78		0.50		0.68		1.18		0.57		21.8		13.1				0.9																								INGET HUMUSPROV TAGET	Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2018_BAS_SMHI	SHARK_PhysicalChemical_2018_BAS_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2018	34AR	0153	7	BY15 GOTLANDSDJ	BY15 GOTLANDSDJ	00135404	00263730	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2018-12-05	15:30			SHARK-HYD+2018+34AR+0153+5+5	57 18.73	20 04.57	57.31215	20.07622		237	30	15	4.2		1016	1	3	5	0				STRONG WINDS, NO ZOOPLANKTON	5			6.23		6.24				7.22						7.88		7.9				7.99		7.781		24.7		1.707				0.45		0.82		0.49		0.64		1.13		0.56		19.7		13.1				0.8																									Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2018_BAS_SMHI	SHARK_PhysicalChemical_2018_BAS_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2018	34AR	0153	7	BY15 GOTLANDSDJ	BY15 GOTLANDSDJ	00135404	00263730	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2018-12-05	15:30			SHARK-HYD+2018+34AR+0153+10+10	57 18.73	20 04.57	57.31215	20.07622		237	30	15	4.2		1016	1	3	5	0				STRONG WINDS, NO ZOOPLANKTON	10			6.21		6.24				7.22						7.90		7.9				7.98		7.770		24.7		1.709				0.44		0.82		0.49		0.66		1.15		0.52		24.7		13.1		7.9		0.6																									Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2018_BAS_SMHI	SHARK_PhysicalChemical_2018_BAS_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2018	34AR	0153	7	BY15 GOTLANDSDJ	BY15 GOTLANDSDJ	00135404	00263730	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2018-12-05	15:30			SHARK-HYD+2018+34AR+0153+15+15	57 18.73	20 04.57	57.31215	20.07622		237	30	15	4.2		1016	1	3	5	0				STRONG WINDS, NO ZOOPLANKTON	15					6.24				7.22						7.87		7.9				7.99		7.779		24.8		1.714				0.44		0.74		0.49		0.64		1.13		0.54		19.6		13.2		8.0		0.6																									Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2018_BAS_SMHI	SHARK_PhysicalChemical_2018_BAS_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2018	34AR	0153	7	BY15 GOTLANDSDJ	BY15 GOTLANDSDJ	00135404	00263730	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2018-12-05	15:30			SHARK-HYD+2018+34AR+0153+20+20	57 18.73	20 04.57	57.31215	20.07622		237	30	15	4.2		1016	1	3	5	0				STRONG WINDS, NO ZOOPLANKTON	20			6.23		6.24				7.22						7.89		7.9				7.98		7.770		24.8		1.704				0.44		0.78		0.49		0.64		1.13		0.51		19.7		13.2		8.1		0.7																									Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2018_BAS_SMHI	SHARK_PhysicalChemical_2018_BAS_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2018	34AR	0153	7	BY15 GOTLANDSDJ	BY15 GOTLANDSDJ	00135404	00263730	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2018-12-05	15:30			SHARK-HYD+2018+34AR+0153+30+30	57 18.73	20 04.57	57.31215	20.07622		237	30	15	4.2		1016	1	3	5	0				STRONG WINDS, NO ZOOPLANKTON	30					6.24				7.22						7.88		7.9				7.97		7.764		24.7		1.693				0.44		0.76		0.49		0.65		1.14		0.52		19.1		13.2		8.0		0.6																									Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2018_BAS_SMHI	SHARK_PhysicalChemical_2018_BAS_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2018	34AR	0153	7	BY15 GOTLANDSDJ	BY15 GOTLANDSDJ	00135404	00263730	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2018-12-05	15:30			SHARK-HYD+2018+34AR+0153+40+40	57 18.73	20 04.57	57.31215	20.07622		237	30	15	4.2		1016	1	3	5	0				STRONG WINDS, NO ZOOPLANKTON	40					6.24				7.22						7.85		7.9				7.96		7.746		24.8		1.696				0.44		0.75		0.49		0.65		1.14		0.49		19.6		13.2		7.8		0.7																									Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2018_BAS_SMHI	SHARK_PhysicalChemical_2018_BAS_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2018	34AR	0153	7	BY15 GOTLANDSDJ	BY15 GOTLANDSDJ	00135404	00263730	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2018-12-05	15:30			SHARK-HYD+2018+34AR+0153+50+50	57 18.73	20 04.57	57.31215	20.07622		237	30	15	4.2		1016	1	3	5	0				STRONG WINDS, NO ZOOPLANKTON	50					6.23				7.22						7.83		7.9				7.98		7.773		24.7		1.702				0.43		0.73		0.48		0.62		1.10		0.46		19.7		13.3		7.8		0.7																									Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2018_BAS_SMHI	SHARK_PhysicalChemical_2018_BAS_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2018	34AR	0153	7	BY15 GOTLANDSDJ	BY15 GOTLANDSDJ	00135404	00263730	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2018-12-05	15:30			SHARK-HYD+2018+34AR+0153+60+60	57 18.73	20 04.57	57.31215	20.07622		237	30	15	4.2		1016	1	3	5	0				STRONG WINDS, NO ZOOPLANKTON	60			5.31		5.48				7.37						7.14		7.5				7.82		7.599		24.8		1.716				0.65		0.94		0.30		1.44		1.74		0.26		19.7		16.3		8.0																											Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2018_BAS_SMHI	SHARK_PhysicalChemical_2018_BAS_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2018	34AR	0153	7	BY15 GOTLANDSDJ	BY15 GOTLANDSDJ	00135404	00263730	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2018-12-05	15:30			SHARK-HYD+2018+34AR+0153+70+70	57 18.73	20 04.57	57.31215	20.07622		237	30	15	4.2		1016	1	3	5	0				STRONG WINDS, NO ZOOPLANKTON	70					4.27				8.42						2.74		3.2				7.32		7.085		24.8		1.743				1.73		2.02		0.02	<	3.55		3.55		0.20	<	19.8		30.8		8.8																											Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2018_BAS_SMHI	SHARK_PhysicalChemical_2018_BAS_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2018	34AR	0153	7	BY15 GOTLANDSDJ	BY15 GOTLANDSDJ	00135404	00263730	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2018-12-05	15:30			SHARK-HYD+2018+34AR+0153+80+80	57 18.73	20 04.57	57.31215	20.07622		237	30	15	4.2		1016	1	3	5	0				STRONG WINDS, NO ZOOPLANKTON	80					5.28				9.76						0.15		0.2				7.16		6.939		24.8		1.796				3.14		3.60		0.04		0.10	<	0.10	<	1.99		17.3		41.2		9.2																											Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2018_BAS_SMHI	SHARK_PhysicalChemical_2018_BAS_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2018	34AR	0153	7	BY15 GOTLANDSDJ	BY15 GOTLANDSDJ	00135404	00263730	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2018-12-05	15:30			SHARK-HYD+2018+34AR+0153+85+85	57 18.73	20 04.57	57.31215	20.07622		237	30	15	4.2		1016	1	3	5	0				STRONG WINDS, NO ZOOPLANKTON	85			5.58		5.61				10.16						0.10	<	0.1		4		7.16		6.946		24.8		1.803				3.13		3.55			B	0.10	<	0.10	<	2.72		18.0			B	9.2																											Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2018_BAS_SMHI	SHARK_PhysicalChemical_2018_BAS_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2018	34AR	0153	7	BY15 GOTLANDSDJ	BY15 GOTLANDSDJ	00135404	00263730	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2018-12-05	15:30			SHARK-HYD+2018+34AR+0153+90+90	57 18.73	20 04.57	57.31215	20.07622		237	30	15	4.2		1016	1	3	5	0				STRONG WINDS, NO ZOOPLANKTON	90					5.85				10.54						0.10	<	0.1				7.16		6.942		24.8		1.811				3.72		4.20		0.05		0.10	<	0.10	<	1.60		16.7		46.8		9.1																											Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2018_BAS_SMHI	SHARK_PhysicalChemical_2018_BAS_SMHI_version_2021-10-18.zip
