Data type	Check status	Checked by	Year	Sampling platform (code)	Visit event identifier	Expedition identifier	Station name	Reported station name	ID Location	ID Monitoring station	Project	Orderer	Sampling date	Sampling time (start)	Sampling date (end)	Sampling time (end)	Shark sample id	Sample latitude (DM)	Sample longitude (DM)	Sample latitude (DD)	Sample longitude (DD)	Positioning system (code)	Station water depth	Wind direction (code)	Wind speed (m/s)	Air temperature (C)	Wet-bulb temperature (C)	Air pressure (hpa)	Weather observations (code)	Cloud (code)	Wave observation (code)	Ice (code)	Secchi depth (m)	Q-flag Secchi depth	Additional Sampling	Sampling event comment	Sampling depth (m)	Pressure CTD (dbar)	Q-flag Pressure CTD	Temperature bottle (C)	Q-flag Temperature bottle	Temperature CTD (C)	Q-flag Temperature CTD	Salinity bottle (o/oo psu)	Q-flag Salinity bottle	Salinity CTD (o/oo psu)	Q-flag Salinity CTD	Conductivity_25 bottle (mS/m)	Q-flag Conductivity_25 bottle	Conductivity CTD (mS/m)	Q-flag Conductivity CTD	Dissolved oxygen O2 bottle (ml/l)	Q-flag Dissolved oxygen O2 bottle	Dissolved oxygen O2 CTD (ml/l)	Q-flag Dissolved oxygen CTD	Hydrogen sulphide H2S (umol/l)	Q-flag Hydrogen sulphide H2S	pH	Q-flag pH	pH Laboratory	Q-flag pH Laboratory	Temperature pH Laboratory (C)	Q-flag Temperature pH Laboratory	Alkalinity (mmol/kg)	Q-flag Alkalinity	Alkalinity_2 (mmol/l)	Q-flag Alkalinity_2	Phosphate PO4-P (umol/l)	Q-flag Phosphate PO4-P	Total phosphorus Tot-P (umol/l)	Q-flag Total phosphorus Tot-P	Nitrite NO2-N (umol/l)	Q-flag Nitrite NO2-N	Nitrate NO3-N (umol/l)	Q-flag Nitrate NO3-N	Nitrite+Nitrate NO2+NO3-N (umol/l)	Q-flag Nitrite+Nitrate NO2+NO3-N	Ammonium NH4-N (umol/l)	Q-flag Ammonium NH4-N	Total Nitrogen Tot-N (umol/l)	Q-flag Total Nitrogen Tot-N	Silicate SiO3-Si (umol/l)	QFLAG Silicate SiO3-Si	Humus (ug/l)	Q-flag Humus	Chlorophyll-a bottle (ug/l)	Q-flag Chlorophyll-a bottle	Dissolved organic carbon DOC (umol/l)	Q-flag Dissolved organic carbon DOC	Particulate organic carbon POC (umol/l)	Q-flag Particulate organic carbon POC	Total organic carbon TOC (mg/l)	Q-flag Total organic carbon TOC	Particulate organic nitrogen PON (umol/l)	Q-flag Particulate organic nitrogen PON	Current direction (deca degrees)	Q-flag Current direction	Current velocity (cm/s)	Q-flag Current velocity	Lignin (mg/l)	Q-flag Lignin	Yellow substance (1/l)	Q-flag Yellow substance	Aluminium (ug/l)	Q-flag Aluminium	Urea (umol/l)	Q-flag Urea	Coloured dissolved organic matter CDOM (1/m)	Q-flag Coloured dissolved organic matter CDOM	Sample comment	Water category	Water district	Sea area name	Sea area code	Water type area	Sea basin	HELCOM/OSPAR area	Economic zone	County	Municipality	Station ID (VISS)	Reporting institute	Data holding centre	Internet access	Data set name	File name
Physical and Chemical	Klar	Leverantör och Datavärd	2017	34AR	0492	9	BY15 GOTLANDSDJ	BY15 GOTLANDSDJ	00135404	00263730	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2017-06-15	20:30			SHARK-HYD+2017+34AR+0492+100+100	57 18.73	20 04.57	57.31217	20.07617		239	19	3	14.6		1012	1	3	2	0					100				B	6.62				11.58						1.19		0.9				7.24		7.027		25.1		1.831				2.29		2.74		0.06		8.39		8.45		0.20	<	23.7		42.4		8.3																											Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_SMHI	SHARK_PhysicalChemical_2017_BAS_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	34AR	0492	9	BY15 GOTLANDSDJ	BY15 GOTLANDSDJ	00135404	00263730	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2017-06-15	20:30			SHARK-HYD+2017+34AR+0492+125+125	57 18.73	20 04.57	57.31217	20.07617		239	19	3	14.6		1012	1	3	2	0					125					6.84				12.43						0.99		0.7				7.24		7.035		24.9		1.851				2.31		2.77		0.10		8.31		8.41		0.20	<	22.9		45.4		8.1																											Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_SMHI	SHARK_PhysicalChemical_2017_BAS_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	34AR	0492	9	BY15 GOTLANDSDJ	BY15 GOTLANDSDJ	00135404	00263730	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2017-06-15	20:30			SHARK-HYD+2017+34AR+0492+150+150	57 18.73	20 04.57	57.31217	20.07617		239	19	3	14.6		1012	1	3	2	0					150			7.04		7.05				12.92						0.76		0.5				7.23		7.024		25.0		1.872				2.47		2.89		0.10		8.05		8.15		0.20	<	22.8		48.3		8.2																											Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_SMHI	SHARK_PhysicalChemical_2017_BAS_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	34AR	0492	9	BY15 GOTLANDSDJ	BY15 GOTLANDSDJ	00135404	00263730	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2017-06-15	20:30			SHARK-HYD+2017+34AR+0492+175+175	57 18.73	20 04.57	57.31217	20.07617		239	19	3	14.6		1012	1	3	2	0					175					7.13				13.13						0.46		0.3				7.21		7.006		25.1		1.856				2.65		3.02		0.08		6.62		6.70		0.20	<	21.2		50.8		8.2																											Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_SMHI	SHARK_PhysicalChemical_2017_BAS_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	34AR	0492	9	BY15 GOTLANDSDJ	BY15 GOTLANDSDJ	00135404	00263730	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2017-06-15	20:30			SHARK-HYD+2017+34AR+0492+200+200	57 18.73	20 04.57	57.31217	20.07617		239	19	3	14.6		1012	1	3	2	0					200					7.19				13.31						0.16		0.1				7.25		7.048		25.0		1.916				3.37		3.78		0.09		0.63		0.72		0.69		17.3		56.4		8.6																											Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_SMHI	SHARK_PhysicalChemical_2017_BAS_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	34AR	0492	9	BY15 GOTLANDSDJ	BY15 GOTLANDSDJ	00135404	00263730	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2017-06-15	20:30			SHARK-HYD+2017+34AR+0492+225+225	57 18.73	20 04.57	57.31217	20.07617		239	19	3	14.6		1012	1	3	2	0					225			7.17		7.18				13.42								0.1		32		7.55		7.350		24.9		2.088				5.83		6.09			B	0.10	<	0.10	<	10.99	S	30.3		68.9		9.6																											Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_SMHI	SHARK_PhysicalChemical_2017_BAS_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	34AR	0492	9	BY15 GOTLANDSDJ	BY15 GOTLANDSDJ	00135404	00263730	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2017-06-15	20:30			SHARK-HYD+2017+34AR+0492+234+234	57 18.73	20 04.57	57.31217	20.07617		239	19	3	14.6		1012	1	3	2	0					234			7.17		7.15				13.44								0.1		38												6.16		6.44			B	0.10	<	0.10	<	10.99	S	33.3		71.0																												DJUP 234M TOGS PÅ EXTRASERIEN 0493 PÅ GRUND AV ATT DET MISSADES PÅ FÖRSTA KASTET. FLYTTADES TILL RÄTT SERIE I EFTERHAND/SSIP	Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_SMHI	SHARK_PhysicalChemical_2017_BAS_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	34AR	0493	9	BY15 GOTLANDSDJ	BY15 EXTRA DJUPSERIE	00135404	00263730	NAT Nationell miljöövervakning extra provtagning, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2017-06-15	21:45			SHARK-HYD+2017+34AR+0493+185+185	57 18.74	20 04.57	57.31227	20.07613		239	21	2.5	13.7		1012	9	9	9	0				200M: BOTTLE RELEASED AT THE WRONG DEPTH.	185			9.14		7.17				13.20						0.24		0.2														2.76		3.34		0.11		4.40		4.51		0.20	<	20.0		53.2																													Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_EXT_SMHI	SHARK_PhysicalChemical_2017_EXT_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	34AR	0493	9	BY15 GOTLANDSDJ	BY15 EXTRA DJUPSERIE	00135404	00263730	NAT Nationell miljöövervakning extra provtagning, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2017-06-15	21:45			SHARK-HYD+2017+34AR+0493+190+190	57 18.74	20 04.57	57.31227	20.07613		239	21	2.5	13.7		1012	9	9	9	0				200M: BOTTLE RELEASED AT THE WRONG DEPTH.	190					7.17				13.23						0.11		0.1														3.01		3.45		0.65		1.64		2.29		0.20	<	16.8		55.7																													Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_EXT_SMHI	SHARK_PhysicalChemical_2017_EXT_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	34AR	0493	9	BY15 GOTLANDSDJ	BY15 EXTRA DJUPSERIE	00135404	00263730	NAT Nationell miljöövervakning extra provtagning, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2017-06-15	21:45			SHARK-HYD+2017+34AR+0493+195+195	57 18.74	20 04.57	57.31227	20.07613		239	21	2.5	13.7		1012	9	9	9	0				200M: BOTTLE RELEASED AT THE WRONG DEPTH.	195			7.17		7.16				13.26						0.18		0.1														3.04		3.52		0.14		0.28		0.42		0.20	<	15.7		56.4																													Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_EXT_SMHI	SHARK_PhysicalChemical_2017_EXT_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	34AR	0493	9	BY15 GOTLANDSDJ	BY15 EXTRA DJUPSERIE	00135404	00263730	NAT Nationell miljöövervakning extra provtagning, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2017-06-15	21:45			SHARK-HYD+2017+34AR+0493+200+200	57 18.74	20 04.57	57.31227	20.07613		239	21	2.5	13.7		1012	9	9	9	0				200M: BOTTLE RELEASED AT THE WRONG DEPTH.	200					7.17			B	13.29							B	0.1															B		B		B		B		B		B		B		B																											ORIMLIGT SYREVÄRDE	Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_EXT_SMHI	SHARK_PhysicalChemical_2017_EXT_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	34AR	0493	9	BY15 GOTLANDSDJ	BY15 EXTRA DJUPSERIE	00135404	00263730	NAT Nationell miljöövervakning extra provtagning, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2017-06-15	21:45			SHARK-HYD+2017+34AR+0493+205+205	57 18.74	20 04.57	57.31227	20.07613		239	21	2.5	13.7		1012	9	9	9	0				200M: BOTTLE RELEASED AT THE WRONG DEPTH.	205					7.21				13.32						0.21		0.1														3.20		3.66		0.08		2.28		2.36		0.20	<	17.5		55.4																													Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_EXT_SMHI	SHARK_PhysicalChemical_2017_EXT_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	34AR	0421	7	BY15 GOTLANDSDJ	BY15 GOTLANDSDJ	00135404	00263730	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2017-05-22	06:20			SHARK-HYD+2017+34AR+0421+0+0	57 18.73	20 04.57	57.31218	20.07617		240	26	7.7	9.3		1017	1	1	2	0	9				0					7.60				7.30						9.82		9.9				8.58		8.381		25.2		1.689				0.16		0.82		0.02	<	0.10	<	0.10	<	0.20	<	20.8		15.0		7.0		4.6																									Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_SMHI	SHARK_PhysicalChemical_2017_BAS_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	34AR	0421	7	BY15 GOTLANDSDJ	BY15 GOTLANDSDJ	00135404	00263730	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2017-05-22	06:20			SHARK-HYD+2017+34AR+0421+5+5	57 18.73	20 04.57	57.31218	20.07617		240	26	7.7	9.3		1017	1	1	2	0	9				5			8.46		7.96				7.31						9.80		9.9				8.59		8.391		25.3		1.695				0.16		0.95		0.02	<	0.10	<	0.10	<	0.20	<	19.8		15.1		7.0		4.5																									Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_SMHI	SHARK_PhysicalChemical_2017_BAS_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	34AR	0421	7	BY15 GOTLANDSDJ	BY15 GOTLANDSDJ	00135404	00263730	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2017-05-22	06:20			SHARK-HYD+2017+34AR+0421+10+10	57 18.73	20 04.57	57.31218	20.07617		240	26	7.7	9.3		1017	1	1	2	0	9				10					6.34				7.32						10.22		9.5				8.60		8.384		25.3		1.702				0.13		0.85		0.02	<	0.10	<	0.10	<	0.20	<	22.3		14.6		7.4		3.2																									Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_SMHI	SHARK_PhysicalChemical_2017_BAS_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	34AR	0421	7	BY15 GOTLANDSDJ	BY15 GOTLANDSDJ	00135404	00263730	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2017-05-22	06:20			SHARK-HYD+2017+34AR+0421+15+15	57 18.73	20 04.57	57.31218	20.07617		240	26	7.7	9.3		1017	1	1	2	0	9				15					5.71				7.33						9.70		9.2				8.51		8.287		25.2		1.704				0.16		0.79		0.02	<	0.10	<	0.10	<	0.20	<	21.0		14.7		7.3		2.6																									Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_SMHI	SHARK_PhysicalChemical_2017_BAS_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	34AR	0421	7	BY15 GOTLANDSDJ	BY15 GOTLANDSDJ	00135404	00263730	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2017-05-22	06:20			SHARK-HYD+2017+34AR+0421+20+20	57 18.73	20 04.57	57.31218	20.07617		240	26	7.7	9.3		1017	1	1	2	0	9				20					5.01				7.37						9.46		8.9				8.43		8.202		25.2		1.702				0.20		0.74		0.02	<	0.10	<	0.10	<	0.20	<	18.8		14.8		7.3		2.8																									Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_SMHI	SHARK_PhysicalChemical_2017_BAS_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	34AR	0421	7	BY15 GOTLANDSDJ	BY15 GOTLANDSDJ	00135404	00263730	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2017-05-22	06:20			SHARK-HYD+2017+34AR+0421+30+30	57 18.73	20 04.57	57.31218	20.07617		240	26	7.7	9.3		1017	1	1	2	0	9				30					4.84				7.42						8.94		8.7				8.26		8.030		25.1		1.700				0.31		0.73		0.02	<	0.10	<	0.10	<	0.20	<	18.8		15.5		7.2		1.6																									Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_SMHI	SHARK_PhysicalChemical_2017_BAS_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	34AR	0421	7	BY15 GOTLANDSDJ	BY15 GOTLANDSDJ	00135404	00263730	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2017-05-22	06:20			SHARK-HYD+2017+34AR+0421+40+40	57 18.73	20 04.57	57.31218	20.07617		240	26	7.7	9.3		1017	1	1	2	0	9				40					4.77				7.44						8.78		8.6				8.24		8.008		24.9		1.698				0.32		0.77		0.02	<	0.10	<	0.10	<	0.20	<	18.2		15.7		7.0		1.1																									Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_SMHI	SHARK_PhysicalChemical_2017_BAS_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	34AR	0421	7	BY15 GOTLANDSDJ	BY15 GOTLANDSDJ	00135404	00263730	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2017-05-22	06:20			SHARK-HYD+2017+34AR+0421+50+50	57 18.73	20 04.57	57.31218	20.07617		240	26	7.7	9.3		1017	1	1	2	0	9				50					4.93				7.47						8.69		8.6				8.17		7.938		25.1		1.698				0.32		0.82		0.02	<	0.10	<	0.10	<	0.20	<	19.6		15.9		7.0		0.9																									Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_SMHI	SHARK_PhysicalChemical_2017_BAS_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	34AR	0421	7	BY15 GOTLANDSDJ	BY15 GOTLANDSDJ	00135404	00263730	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2017-05-22	06:20			SHARK-HYD+2017+34AR+0421+60+60	57 18.73	20 04.57	57.31218	20.07617		240	26	7.7	9.3		1017	1	1	2	0	9				60					4.46				7.46						8.25		8.3				8.04		7.803		25.3		1.713				0.40		0.89		0.02	<	0.10	<	0.10	<	0.20	<	18.9		16.6		7.3																											Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_SMHI	SHARK_PhysicalChemical_2017_BAS_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	34AR	0421	7	BY15 GOTLANDSDJ	BY15 GOTLANDSDJ	00135404	00263730	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2017-05-22	06:20			SHARK-HYD+2017+34AR+0421+70+70	57 18.73	20 04.57	57.31218	20.07617		240	26	7.7	9.3		1017	1	1	2	0	9				70			4.54		4.30				8.18						2.93		4.9				7.38		7.139		25.1		1.755				1.55		2.11		0.02	<	0.10	<	0.10	<	0.20	<	19.1		32.0		8.5																											Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_SMHI	SHARK_PhysicalChemical_2017_BAS_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	34AR	0421	7	BY15 GOTLANDSDJ	BY15 GOTLANDSDJ	00135404	00263730	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2017-05-22	06:20			SHARK-HYD+2017+34AR+0421+80+80	57 18.73	20 04.57	57.31218	20.07617		240	26	7.7	9.3		1017	1	1	2	0	9				80					5.92				10.21						0.66		0.6				7.22		7.002		25.3		1.799				2.15		2.57		0.05		0.44		0.49		0.20	<	16.8		42.0		8.6																											Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_SMHI	SHARK_PhysicalChemical_2017_BAS_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	34AR	0421	7	BY15 GOTLANDSDJ	BY15 GOTLANDSDJ	00135404	00263730	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2017-05-22	06:20			SHARK-HYD+2017+34AR+0421+90+90	57 18.73	20 04.57	57.31218	20.07617		240	26	7.7	9.3		1017	1	1	2	0	9				90					6.45				11.26						1.00		0.9				7.24		7.032		25.1		1.820				2.21		2.55		0.05		6.69		6.74		0.20	<	22.7		42.6		8.4																											Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_SMHI	SHARK_PhysicalChemical_2017_BAS_SMHI_version_2021-10-18.zip
